Model,t0,input,R2,rmse1,rmse7,rmse30,Hyperparameter
SINDy,200,30,0.8281179423714791,0.44146775297312824,0.5984095987669301,3.394306950327545,"[5438, 11136, 9667, 3944, 146, 9126, 10432, 4739]"
SINDy,17,30,0.9919859228263319,0.30572092247220034,0.9004478625105659,0.9672755824965449,"[3572, 6968, 1050, 112, 5916, 10675, 283, 9110]"
SINDy,932,30,0.7946229071984943,0.383611026642969,1.7368257150702748,3.64485495718824,"[4608, 2642, 6777, 1207, 11386, 3307, 11032, 8215]"
SINDy,1115,30,0.97908073794478,0.24410334180895749,0.4709797863270585,1.3027730966962232,"[4497, 11009, 1017, 780, 8955, 1499, 4828, 1047]"
SINDy,1297,30,0.8026390253432476,1.0084677596745342,2.013280348246647,1.119307860014531,"[4952, 4267, 3812, 4381, 5858, 5191, 1780, 4139]"
SINDy,383,30,0.9895167872225628,0.5634031947559998,0.8038720309413327,0.9794617960866554,"[6528, 9978, 11402, 9980, 5187, 7461, 2280, 10758]"
SINDy,1661,30,0.8924618039045721,0.6140331562985091,1.397481370831662,1.38279845368302,"[5285, 2481, 52, 4468, 10311, 6436, 5804, 5560]"
SINDy,1479,30,0.9609097437416634,0.2964774997373962,0.7464664009663488,1.9929027188977468,"[6966, 7243, 9638, 3591, 6924, 1259, 2720, 10717]"
SINDy,749,30,0.9669579906314953,0.7875268579679507,0.7639268526058206,0.9433440866295062,"[3361, 9834, 4360, 6879, 1855, 3416, 2438, 644]"
SINDy,566,30,0.9522299042372687,0.7757775093855903,1.4864658688636627,4.980898913254402,"[9522, 345, 1579, 9908, 9575, 120, 5664, 4075]"
